Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2019,158748,American Islamic College,Not Submitted,640 W Irving Park Rd,,0.0,false,UPTOWN,,,,,,,,,,,,,,,,,,41.95492194,-87.64598619,"(41.95492194, -87.64598619)",2019-158748
2019,158774,Bethany Retirement Community,Submitted,4950 N ASHLAND AVE,60640,2.5,false,UPTOWN,Senior Care Community,121446,1953,1,,55,3611595.2,4157200.1,,,,64,119.2,63.3,,784.5,6.5,41.97200247,-87.67000465,"(41.97200247, -87.67000465)",2019-158774
2019,158780,4001 N Ravenswood Ave,Submitted,4001 N Ravenswood Ave,60613,,true,LAKE VIEW,Other,76800,2008,1,,,1908427.1,1942115.3,,,,50.1,,,,,,41.95448307,-87.67334593,"(41.95448307, -87.67334593)",2019-158780
2019,158841,"Sullivan HS, Roger C -CPS",Not Submitted,6631 N Bosworth Ave,,0.0,false,ROGERS PARK,,,,,,,,,,,,,,,,,,42.00281107,-87.66893497,"(42.00281107, -87.66893497)",2019-158841
2019,158842,Flanner Hall,Submitted,1068 W Sheridan Rd,60626,1.0,false,ROGERS PARK,Mixed Use Property,64407,1976,1,1,,8176649.9,4723850.4,,,,200.3,432.5,197.9,,1611.2,25,41.99827699,-87.65806949,"(41.99827699, -87.65806949)",2019-158842
2019,158867,Windermere House,Submitted,1642 E 56th St,60615,2.0,false,HYDE PARK,Multifamily Housing,359018,1923,1,,20,4709972.6,35767500,,,,112.7,,,,,,41.79381936,-87.58493468,"(41.79381936, -87.58493468)",2019-158867
2019,158868,KCBD,Submitted,900 E. 57th St,60637,1.0,false,HYDE PARK,Laboratory,376735,2009,1,,,64761295.4,3640,81335279.5,,,387.8,741.1,385.6,,16174.7,42.9,41.79207324,-87.60337358,"(41.79207324, -87.60337358)",2019-158868
2019,158873,Cloisters,Submitted,5801 5811 S DORCHESTER AVE,60637,3.0,false,HYDE PARK,Multifamily Housing,191459,1928,1,,68,1526508,17156748.1,,,,97.6,116.4,95.6,,1149.5,6,41.78926257,-87.59119396,"(41.78926257, -87.59119396)",2019-158873
2019,158874,Earl Shapiro Hall,Submitted,5800 S Stony Island Ave,60637,1.0,false,HYDE PARK,K-12 School,130848,2013,1,,24,4725384.6,6696999.9,,,,87.3,154.9,86.2,,1093.2,8.4,41.78956469,-87.58708582,"(41.78956469, -87.58708582)",2019-158874
2019,158958,Jackson Park Hospital,Submitted,7531 S Stony Island Ave,60649,1.0,false,SOUTH SHORE,Hospital (General Medical & Surgical),382000,1932,6,,22,30895356.3,76802999.9,,,,281.9,437.6,281.2,,9219.3,24.1,41.75763999,-87.585176,"(41.75763999, -87.585176)",2019-158958
2019,159000,Harlan Comm Academy -CPS,Not Submitted,9652 S Michigan Ave,,0.0,false,ROSELAND,,,,,,,,,,,,,,,,,,41.71752186,-87.62130132,"(41.71752186, -87.62130132)",2019-159000
2019,159091,Continental Plaza Apartments,Submitted,1330 1358 W 76th St,60620,1.5,false,AUBURN GRESHAM,Multifamily Housing,203603,2006,1,7928,36,5788505.8,5177400,,,,53.9,106.3,53.7,,1238,6.1,41.756041,-87.656765,"(41.756041, -87.656765)",2019-159091
2019,159099,Sofitel Chicago Water Tower,Submitted,20 E Chestnut St,60611,1.0,false,NEAR NORTH SIDE,Hotel,377000,2002,1,,16,23717044,31791397.8,,,,147.2,,,,,,41.89869734,-87.62731284,"(41.89869734, -87.62731284)",2019-159099
2019,159100,1111 N. Dearborn St,Submitted,1111 N. Dearborn St,60610,2.0,false,NEAR NORTH SIDE,Multifamily Housing,330974,1986,1,,48,6560586.8,24272493.6,,,,93.2,132.5,92.2,,2380.7,7.2,41.90216178,-87.62945783,"(41.90216178, -87.62945783)",2019-159100
2019,159103,Chestnut Tower,Submitted,121 W Chestnut St,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,234615,2001,1,,63,5539238.7,14094518,,,,83.7,129.2,81.6,,1670.2,7.1,41.8975933,-87.63238627,"(41.8975933, -87.63238627)",2019-159103
2019,159111,Chicago Lakeshore Hospital,Not Submitted,4840 N Marine Dr,,0.0,false,UPTOWN,,,,,,,,,,,,,,,,,,41.97030477,-87.65057835,"(41.97030477, -87.65057835)",2019-159111
2019,159123,(IL500) - 1516 N State Pkwy Condo,Submitted,1516 N STATE PKWY,60616,4.0,false,NEAR NORTH SIDE,Multifamily Housing,144000,1972,1,,83,3186947.9,5928843.5,,,,63.3,105.2,62.6,,845.1,5.9,41.90998274,-87.62925728,"(41.90998274, -87.62925728)",2019-159123
2019,159156,One East Delaware,Submitted,1 E Delaware Pl,60611,2.5,false,NEAR NORTH SIDE,Multifamily Housing,506500,1989,1,9960,56,12645199.6,19149651.1,,,,62.8,109.6,61.4,,3120.8,6.2,41.89877964,-87.6278525,"(41.89877964, -87.6278525)",2019-159156
2019,159187,Midway Gardens Apartments,Not Submitted,727 E 60TH ST,,0.0,false,WOODLAWN,,,,,,,,,,,,,,,,,,41.78555297,-87.60744454,"(41.78555297, -87.60744454)",2019-159187
2019,159247,Patrick F Sullivan Apts,Not Submitted,1633 W Madison St,,0.0,false,NEAR WEST SIDE,,,,,,,,,,,,,,,,,,41.88068367,-87.66808143,"(41.88068367, -87.66808143)",2019-159247
2019,159249,Atrium Village,Submitted,303 W Division St,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,143463,1976,1,,29,3981261.5,11567124.3,,,,108.4,162.4,106.8,,1276.7,8.9,41.9037037,-87.63678593,"(41.9037037, -87.63678593)",2019-159249
2019,159250,Van Buren Park Apartments,Submitted,2045 W Jackson Blvd,60612,3.0,false,NEAR WEST SIDE,Multifamily Housing,210619,1983,14,9690,69,8000730.6,4640470.7,,,,60,129.5,58.9,,1577.5,7.5,41.87719859,-87.6783517,"(41.87719859, -87.6783517)",2019-159250
2019,159276,"Foxboro Properties, LLC",Submitted,6201 S Emerald Dr,60621,3.0,false,ENGLEWOOD,Office,86800,1995,1,,65,4536110.7,1500114.7,,,,69.5,164.5,68.7,,834.3,9.6,41.770346,-87.643171,"(41.770346, -87.643171)",2019-159276
2019,159283,401 S Clinton St,Submitted,401 S Clinton St,60607,1.0,false,NEAR WEST SIDE,Office,163900,1996,1,,29,15243935.7,,,,,93,260.4,92.4,,2536,15.5,41.87634749,-87.64069198,"(41.87634749, -87.64069198)",2019-159283
2019,159287,Medical District Apartments,Submitted,901 903 S Ashland Ave,60607,2.5,false,NEAR WEST SIDE,Multifamily Housing,343718,1971,2,,58,9204839,19959295.2,,,,84.8,,,,,,41.86976757,-87.66601375,"(41.86976757, -87.66601375)",2019-159287
2019,159288,Medical Center Apartments,Exempt,1926 1960 W HARRISON ST,,,true,NEAR WEST SIDE,,,,,,,,,,,,,,,,,,41.87466556,-87.67460693,"(41.87466556, -87.67460693)",2019-159288
2019,159298,YUSUF INDIANA,Submitted,1911 S Indiana Ave,60647,1.0,false,NEAR SOUTH SIDE,Office,125265,1994,1,,9,13097163.3,2019751.6,,,,120.7,,,,,,41.85635481,-87.62186424,"(41.85635481, -87.62186424)",2019-159298
2019,159302,Montclare Senior Residences Phase I and Montclare Senior Residences Phase II,Submitted,6640 50 W Belden Ave,60707,3.5,false,MONTCLARE,Multifamily Housing,294290,2004,1,,74,5950998.9,17274107.3,,,,78.9,,,,,,41.92089131,-87.79110941,"(41.92089131, -87.79110941)",2019-159302
2019,159310,(ILCH2138) - The Lex [external],Submitted,2138 S Indiana Ave,60616,2.0,false,NEAR SOUTH SIDE,Multifamily Housing,304596,2009,2,9150,41,10572798.5,16228499.7,,,,88,153.1,87,,2620.9,8.6,41.85321746,-87.62304215,"(41.85321746, -87.62304215)",2019-159310
2019,159311,(ILCH1212) - Park Michigan [external],Submitted,1212 S Michigan Ave,60605,1.0,false,NEAR SOUTH SIDE,Multifamily Housing,248087,1981,1,,2,20229516,5247682,,,,102.7,250.5,101,,3644.2,14.7,41.86688247,-87.62463952,"(41.86688247, -87.62463952)",2019-159311
2019,159312,2101 South Michigan Apartments,Submitted,2101 S Michigan Ave,60616,3.0,false,NEAR SOUTH SIDE,Multifamily Housing,204401,1971,1,,61,2380573.9,20098697.9,,,,110,,,,,,41.85376667,-87.62338606,"(41.85376667, -87.62338606)",2019-159312
2019,159315,1401 S State St,Submitted,1401 S State St,60605,1.0,false,NEAR SOUTH SIDE,Multifamily Housing,287705,2008,1,11980,12,12034257.1,16535913.6,,,,99.3,177.5,98.5,,2880.4,10,41.86368261,-87.6269152,"(41.86368261, -87.6269152)",2019-159315
2019,159323,Minnie Ripperton Apts,Not Submitted,4250 S Princeton Ave,,0.0,false,FULLER PARK,,,,,,,,,,,,,,,,,,41.8167422,-87.63470433,"(41.8167422, -87.63470433)",2019-159323
2019,159326,Hilliard Homes Phase II Limited Partnership,Submitted,2030 S State St,60616,2.5,false,NEAR SOUTH SIDE,Multifamily Housing,173883,1966,1,,55,3586148.5,13259109.5,,,,96.9,,,,,,41.85460358,-87.6280721,"(41.85460358, -87.6280721)",2019-159326
2019,159411,1130 S Michigan Ave,Submitted,1130 S Michigan Ave,60605,2.5,false,LOOP,Multifamily Housing,717245,1967,1,,56,15757547.5,43945942.8,,,,83.2,125.8,82.3,,4955.7,6.9,41.86850103,-87.62470375,"(41.86850103, -87.62470375)",2019-159411
2019,159415,Astoria Tower,Not Submitted,8 E 9th St,,0.0,false,LOOP,,,,,,,,,,,,,,,,,,41.87082611,-87.62708205,"(41.87082611, -87.62708205)",2019-159415
2019,159416,AMLI 900,Submitted,900 S Clark St,60605,2.5,false,LOOP,Multifamily Housing,480050,2008,1,16781,52,19651745,8410312.7,,,,58.5,133,57.7,,3716.1,7.7,41.87033029,-87.63101446,"(41.87033029, -87.63101446)",2019-159416
2019,159418,"Third Prairie Shores, LLC",Submitted,3001 S King Dr,60616,2.0,false,DOUGLAS,Multifamily Housing,289267,1960,1,,17,6628437.8,30449173,,,,128.2,,,,,,41.83920388,-87.61661637,"(41.83920388, -87.61661637)",2019-159418
2019,159419,"Fifth Praire Shores, LLC",Submitted,2801 S King Dr,60616,2.0,false,DOUGLAS,Multifamily Housing,289267,1960,1,,13,6080979,34160140.7,,,,139.1,,,,,,41.84364282,-87.61673336,"(41.84364282, -87.61673336)",2019-159419
2019,159421,Lake Meadows 7,Not Submitted,400 E 33rd St,,0.0,false,DOUGLAS,,,,,,,,,,,,,,,,,,41.83521407,-87.61617504,"(41.83521407, -87.61617504)",2019-159421
2019,159423,Lake Park Manor,Not Submitted,3601 3645 S LAKEPARK AVE,,0.0,false,OAKLAND,,,,,,,,,,,,,,,,,,41.82947934,-87.60649991,"(41.82947934, -87.60649991)",2019-159423
2019,159424,"Second Prairie Shores, LLC",Submitted,2951 S King Dr,60616,1.0,false,DOUGLAS,Multifamily Housing,289267,1960,1,,8,6621576.3,35781612,,,,146.6,,,,,,41.84050662,-87.61620503,"(41.84050662, -87.61620503)",2019-159424
2019,159494,Presence Resurrection Retirement Community,Submitted,7262 W Peterson Ave,60631,2.0,false,NORWOOD PARK,Multifamily Housing,404455,1978,4,,47,9645478.3,29984417.6,,,,98,,,,,,41.99091328,-87.81067276,"(41.99091328, -87.81067276)",2019-159494
2019,159510,Presidential Towers,Submitted,555 W Madison St,60661,4.0,false,NEAR WEST SIDE,Multifamily Housing,2750000,1986,4,95236,76,51464970.2,156383874.5,,,,75.6,112.1,73.9,,16868.2,6.1,41.88114124,-87.64186869,"(41.88114124, -87.64186869)",2019-159510
2019,159513,Atwater Apartments,Submitted,355 E Ohio St,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,573707,2008,1,21342,24,29290409.5,7908407.8,,,,64.8,157.4,64.1,,5292.9,9.2,41.89226498,-87.6181671,"(41.89226498, -87.6181671)",2019-159513
2019,159524,North Harbor Tower,Submitted,175 N Harbor Dr,60601,1.0,false,LOOP,Multifamily Housing,575404,1989,1,27154,2,42853901.1,9416784.1,,,,90.8,225.7,89.5,,7629.5,13.3,41.88544613,-87.61546169,"(41.88544613, -87.61546169)",2019-159524
2019,159525,Columbus Plaza,Submitted,233 E Wacker Dr,60601,1.0,false,LOOP,Multifamily Housing,443853,1980,1,,6,25816263.4,16813980.9,,,,96,,,,,,41.88761895,-87.6212023,"(41.88761895, -87.6212023)",2019-159525
2019,159528,(ILCH353) - Echelon [external],Not Submitted,353 N Des Plaines St,,0.0,false,NEAR WEST SIDE,,,,,,,,,,,,,,,,,,41.88838308,-87.64399483,"(41.88838308, -87.64399483)",2019-159528
2019,159529,700 N Michigan Ave LLC,Submitted,700 N Michigan Ave,60611,1.0,false,NEAR NORTH SIDE,Retail Store,176600,2000,1,,2,17900222.1,1697300,,,,111,,,,,,41.89533925,-87.62493853,"(41.89533925, -87.62493853)",2019-159529
2019,159533,Alta at K Station,Submitted,555 W Kinzie St,60654,4.0,false,NEAR WEST SIDE,Multifamily Housing,926104,2010,2,,83,19749891.1,37780066.5,,,,62.1,,,,,,41.88880288,-87.64184084,"(41.88880288, -87.64184084)",2019-159533
2019,159534,East Ohio LLC,Submitted,420 E Ohio St,60611,3.5,false,NEAR NORTH SIDE,,,,,,75,6517834.4,16874152.8,,,,70.8,108.9,69.6,,,,41.8928582,-87.61664044,"(41.8928582, -87.61664044)",2019-159534
2019,159537,Chicago Magnificent Mile Dbtree,Submitted,300 E Ohio St,60611,4.0,false,NEAR NORTH SIDE,Hotel,421989,2008,1,19821,84,17222247.4,13448154.3,,,,72.7,147.7,72.1,,3579.5,8.5,41.89279565,-87.61980652,"(41.89279565, -87.61980652)",2019-159537
2019,159560,Eugenie Terrace,Submitted,1730 N Clark St,60614,2.0,false,LINCOLN PARK,Multifamily Housing,621923,1987,1,,4,15177698.5,76778449.2,,,,147.9,198,144.3,,6603.1,10.6,41.91378263,-87.63384039,"(41.91378263, -87.63384039)",2019-159560
2019,159561,Gateway Chandler,Submitted,2555 N Clark St,60614,2.0,false,LINCOLN PARK,Multifamily Housing,133334,1987,1,,6,9413001.7,2960379.4,,,,92.8,221,91.5,,1723.2,12.9,41.92966894,-87.64225513,"(41.92966894, -87.64225513)",2019-159561
2019,159564,65 E Scott,Submitted,65 E SCOTT ST,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,218500,1975,1,,27,9697235,5317347.5,,,,68.7,,,,,,41.90444748,-87.62618786,"(41.90444748, -87.62618786)",2019-159564
2019,159565,(IL542) - The Warick,Submitted,1501 N STATE PKWY,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,215384,1974,1,,26,8607346.6,5242756.9,,,,64.3,137.5,62.9,,1710.4,7.9,41.90977128,-87.62842476,"(41.90977128, -87.62842476)",2019-159565
2019,159567,Clark Place,Submitted,2623 2627 N CLARK ST,60614,3.0,false,LINCOLN PARK,Multifamily Housing,150000,1986,1,,65,5515596.9,654248.7,,,,41.1,107.5,40,,952.3,6.3,41.93060346,-87.64287601,"(41.93060346, -87.64287601)",2019-159567
2019,159571,2144 N. Lincoln Park Condominium Association,Submitted,2144 N Lincoln Park West,60614,4.0,false,LINCOLN PARK,Multifamily Housing,287000,1975,1,,99,2341198.4,7603993.9,,,,34.7,50.7,34,,793.4,2.8,41.92130396,-87.6364506,"(41.92130396, -87.6364506)",2019-159571
2019,159573,The Patricians,Submitted,401 411 W FULLERTON PKWY,60614,4.0,false,LINCOLN PARK,Multifamily Housing,189852,1927,1,,81,1353932.8,17927698.3,,,,101.6,,,,,,41.92527418,-87.63936489,"(41.92527418, -87.63936489)",2019-159573
2019,159575,Webster House Apartments,Not Submitted,2150 N LINCOLN PARK,,0.0,false,LINCOLN PARK,,,,,,,,,,,,,,,,,,41.92173911,-87.63682868,"(41.92173911, -87.63682868)",2019-159575
2019,159594,Wrightwood III LLC,Submitted,451 W Wrightwood Ave,60614,4.0,false,LINCOLN PARK,Multifamily Housing,116380,1933,1,,88,1734630.1,7092533,,,,75.8,105.7,74.8,,665.3,5.7,41.93048495,-87.64109185,"(41.93048495, -87.64109185)",2019-159594
2019,159637,Hawthorne House Apartments,Submitted,3450 N Lake Shore Dr,60657,3.5,false,LAKE VIEW,Multifamily Housing,530632,1968,1,,73,5572457.9,40864055,,,,87.5,110.3,87,,3097.5,5.8,41.94513227,-87.64221298,"(41.94513227, -87.64221298)",2019-159637
2019,159639,00806-The Hallmark,Submitted,2960 N Lake Shore Dr,60657,1.5,false,LAKE VIEW,Multifamily Housing,436435,1988,1,,37,11226049.8,31014200.5,,,,96.8,146.6,96.1,,3514.9,8.1,41.93596163,-87.63736893,"(41.93596163, -87.63736893)",2019-159639
2019,159646,(IL355) 339 W. Barry Condo,Submitted,337 339 W BARRY AVE,60657,1.0,false,LAKE VIEW,Multifamily Housing,108254,1964,1,,11,2891827.3,9953226.1,,,,118.7,171.3,116.4,,1009.8,9.3,41.93734867,-87.6384621,"(41.93734867, -87.6384621)",2019-159646
2019,159647,The Van der Rohe,Submitted,2933 N Sheridan Rd,60657,2.5,false,LAKE VIEW,Multifamily Housing,193500,1952,1,,59,4494733.4,12330400.1,,,,87,,,,,,41.93522966,-87.63890549,"(41.93522966, -87.63890549)",2019-159647
2019,159649,Belmont Tower Apartments,Submitted,510 W Belmont Ave,60657,3.0,false,LAKE VIEW,Multifamily Housing,279147,1970,1,,64,4517245.7,22945999.1,,,,98.4,,,,,,41.94030774,-87.64275862,"(41.94030774, -87.64275862)",2019-159649
2019,159651,The Wellington Condominium Association,Submitted,352 360 W WELLINGTON AVE,60657,3.0,false,LAKE VIEW,,,,,,67,1898552.8,10049156.7,,,,82.4,109.4,81.3,,,,41.93692151,-87.63910514,"(41.93692151, -87.63910514)",2019-159651
2019,159652,3500 N Lake Shore,Submitted,3500 N Lake Shore Dr,60657,4.0,false,LAKE VIEW,,,,,,91,2646289.2,11274000.3,,,,66.3,91.7,65.8,,,,41.94698509,-87.6424712,"(41.94698509, -87.6424712)",2019-159652
2019,159655,3000 North Sheridan,Submitted,3000 N SHERIDAN RD,60657,4.0,false,LAKE VIEW,Multifamily Housing,223574,1931,1,,92,627925,17092851.5,,,,79.3,,,,,,41.9367866,-87.63982583,"(41.9367866, -87.63982583)",2019-159655
2019,159659,3130 N. Lake Shore Apartments,Submitted,3130 N Lake Shore Dr,60657,2.0,false,LAKE VIEW,Multifamily Housing,236406,1958,1,,50,4280326.7,20198243.6,,,,103.5,140.4,102.3,,1784.9,7.6,41.93859162,-87.63854993,"(41.93859162, -87.63854993)",2019-159659
2019,159661,00821-Brookdale Lake View,Submitted,3101-3121 N Sheridan Rd,60657,1.0,false,LAKE VIEW,Multifamily Housing,205906,2000,1,,2,8305401.7,26405499.3,,,,168.6,247.6,166.6,,2784.2,13.5,41.93780449,-87.63932786,"(41.93780449, -87.63932786)",2019-159661
2019,159728,Lakeside Square Apartments,Submitted,920 W Lakeside Pl,60640,4.0,false,UPTOWN,Multifamily Housing,278070,1989,1,,83,4499254.3,20406320.8,,,,89.6,,,,,,41.96853167,-87.65354801,"(41.96853167, -87.65354801)",2019-159728
2019,159729,820 W Belle Plaine Apartments,Submitted,820 W Belle Plaine Ave,60613,1.5,false,UPTOWN,Multifamily Housing,236816,1972,1,,38,4617626.8,21704721.6,,,,111.2,,,,,,41.95769327,-87.65076414,"(41.95769327, -87.65076414)",2019-159729
2019,159733,Sheridan-Gunnison Apts.,Submitted,4827 N SHERIDAN RD,60640,2.5,false,UPTOWN,Multifamily Housing,164020,1967,1,,56,2722649.8,14099292,,,,102.6,136.7,101.5,,1201.8,7.3,41.96968174,-87.6544131,"(41.96968174, -87.6544131)",2019-159733
2019,159735,Sheridan Plaza Apartments,Submitted,4601 4613 N SHERIDAN RD,60640,1.0,false,UPTOWN,Multifamily Housing,134000,1920,1,,23,6181943.5,5043400,,,,83.8,168.7,82.2,,1296.3,9.7,41.96573115,-87.65423709,"(41.96573115, -87.65423709)",2019-159735
2019,159736,United Winthrop Tower Cooperative,Submitted,4848 N Winthrop Ave,60640,1.5,false,UPTOWN,Multifamily Housing,250000,1970,1,31,36,4778526.5,26094822.5,,,,123.5,163.1,122.2,,2181,8.7,41.97071156,-87.65797598,"(41.97071156, -87.65797598)",2019-159736
2019,159738,4100 Marine Dr,Submitted,4100 N Marine Dr,60613,3.5,false,UPTOWN,Multifamily Housing,249600,1964,1,,77,8099555.7,3863916.2,,,,47.9,107.1,,,1552.7,6.2,41.95588646,-87.64627434,"(41.95588646, -87.64627434)",2019-159738
2019,159739,Ella Flagg Young Apartments,Not Submitted,4645 N Sherdian Rd,,0.0,false,UPTOWN,,,,,,,,,,,,,,,,,,41.96665021,-87.65416917,"(41.96665021, -87.65416917)",2019-159739
2019,159740,Sunnyside Apartments,Submitted,840 W SUNNYSIDE AVE,60640,4.0,false,UPTOWN,Multifamily Housing,247000,1970,1,,94,1790610.8,13156247.3,,,,60.5,,,,,,41.96396119,-87.65181003,"(41.96396119, -87.65181003)",2019-159740
2019,159745,Clarendon Court Apartments,Not Submitted,4500 N CLARENDON AVE,,0.0,false,UPTOWN,,,,,,,,,,,,,,,,,,41.96394063,-87.65039391,"(41.96394063, -87.65039391)",2019-159745
2019,159799,Park Edgewater Condominium Association,Submitted,6101 N Sheridan Road,60660,3.5,false,EDGEWATER,Multifamily Housing,150000,1928,1,,80,1737554.2,8493330.6,,,,68.2,,,,,,41.99253381,-87.65506201,"(41.99253381, -87.65506201)",2019-159799
2019,159800,Metropolitan Condominiums,Submitted,5320 N Sheridan Rd,60640,1.5,false,EDGEWATER,Multifamily Housing,370000,1984,1,,37,14751962.8,4488800.2,,,,52,,,,,,41.97927148,-87.65551373,"(41.97927148, -87.65551373)",2019-159800
2019,159807,Horizon Realty Group,Submitted,5650 N SHERIDAN RD,60680,1.0,false,EDGEWATER,Multifamily Housing,119304,1967,1,,2,2909927.6,20534602.2,,,,196.5,249,192.4,,1574.8,13.2,41.98449002,-87.65573421,"(41.98449002, -87.65573421)",2019-159807
2019,159810,Kenmore Plaza Tenant Association,Submitted,5225 N Kenmore Ave,60640,3.5,false,EDGEWATER,Multifamily Housing,269311,1974,1,,79,4522247.7,16500644.8,,,,78.1,,,,,,41.97711174,-87.65609495,"(41.97711174, -87.65609495)",2019-159810
2019,159812,Horizon House Inc.,Submitted,5733 N Sheridan Rd,60660,1.5,false,EDGEWATER,Multifamily Housing,273845,1965,1,,40,12524377.2,,,,,45.7,,,,,,41.98682975,-87.65442061,"(41.98682975, -87.65442061)",2019-159812
2019,159892,Promontory Apartments,Submitted,5530 S SHORE DR,60637,2.0,false,HYDE PARK,Multifamily Housing,180351,1949,1,,48,3407244,14489069.7,,,,99.2,,,,,,41.794687,-87.58046479,"(41.794687, -87.58046479)",2019-159892
2019,159893,Island Terrace Apartments,Submitted,6424 6444 S STONYISLAND AVE,60637,2.0,false,WOODLAWN,,,,,,47,2176678.6,24095437.3,,,,131.4,157,130.2,,,,41.77784551,-87.58640642,"(41.77784551, -87.58640642)",2019-159893
2019,159894,Oglesby Towers,Submitted,6700 S OGLESBY AVE,60649,3.0,false,SOUTH SHORE,Multifamily Housing,215000,1964,1,,66,3031292.8,15823895.5,,,,87.7,,,,,,41.77311903,-87.56893205,"(41.77311903, -87.56893205)",2019-159894
2019,159896,Regents Park,Submitted,5020 - 5050 S Lake Shore Dr,60615,2.0,false,KENWOOD,Multifamily Housing,1460101,1972,1,,50,27830476.2,104173302.7,,,,90.4,,,,,,41.80366926,-87.58484454,"(41.80366926, -87.58484454)",2019-159896
2019,159897,Shoreland Apartments,Submitted,5454 S Shore Dr,60615,4.0,false,HYDE PARK,Multifamily Housing,638697,1925,1,,95,9904776.7,14779200,,,,38.6,,,,,,41.79623549,-87.58150358,"(41.79623549, -87.58150358)",2019-159897
2019,159898,Hyde Park Tower,Submitted,5140 S Hyde Park Blvd,60615,1.0,false,HYDE PARK,Multifamily Housing,143925,1990,1,,23,4928408.8,11858341.2,,,,116.6,,,,,,41.80133157,-87.58474621,"(41.80133157, -87.58474621)",2019-159898
2019,159902,Montgomery Place,Not Submitted,5550 S SHORE DR,,0.0,false,HYDE PARK,,,,,,,,,,,,,,,,,,41.7937214,-87.58110439,"(41.7937214, -87.58110439)",2019-159902
2019,159905,The Townhouse Apartments,Submitted,7022 S SOUTH SHORE DR,60649,2.0,false,SOUTH SHORE,Multifamily Housing,130590,1950,1,,49,3024458.6,11545064.6,,,,111.6,,,,,,41.76739025,-87.56693295,"(41.76739025, -87.56693295)",2019-159905
2019,159924,Twin Towers Apartments,Submitted,1649 E 50th Pl,60615,3.5,false,KENWOOD,Multifamily Housing,217600,1951,2,,74,4378025.9,13410845.9,,,,81.8,,,,,,41.80405125,-87.58442765,"(41.80405125, -87.58442765)",2019-159924
2019,159936,Cyril Court Apartments,Submitted,7130 S CYRIL CT,60649,1.5,false,SOUTH SHORE,,,,,,37,1094985.9,8555130.3,,,,118.9,148.5,117.9,,,,41.76506128,-87.57735119,"(41.76506128, -87.57735119)",2019-159936
2019,159954,The Algonquin #6,Submitted,1606 E Hyde Park Blvd,60615,3.0,false,KENWOOD,Multifamily Housing,59310,1950,1,,45,756754.3,5783619.8,,,,110.3,,,,,,41.80272912,-87.58614477,"(41.80272912, -87.58614477)",2019-159954
2019,159963,Park Plaza | A Jewish Senior Living Community,Not Submitted,6840 N SACRAMENTO AVE,,0.0,false,WEST RIDGE,,,,,,,,,,,,,,,,,,42.0061506,-87.70564326,"(42.0061506, -87.70564326)",2019-159963
2019,159980,"73rd St Apts., LLC",Submitted,7345 S South Shore Dr,60649,2.5,false,SOUTH SHORE,Multifamily Housing,106000,1967,1,,55,1080317.7,9847855.9,,,,103.1,,,,,,41.76320454,-87.55907895,"(41.76320454, -87.55907895)",2019-159980
2019,159981,"7447 South Shore, LLC - South Shore Beach Apartments",Submitted,7447 S South Shore Dr,60649,1.0,false,SOUTH SHORE,Multifamily Housing,334983,1968,1,,29,7422127,28525978.7,,,,107.3,,,,,,41.761112,-87.557639,"(41.761112, -87.557639)",2019-159981
2019,159982,Mahalia Jackson Apt,Not Submitted,9141 - 9177 S South Chicago Ave,,0.0,false,SOUTH CHICAGO,,,,,,,,,,,,,,,,,,41.72901449,-87.55425891,"(41.72901449, -87.55425891)",2019-159982
2019,159983,Michigan Beach/Sandalwood,Submitted,7251 S SOUTH SHORE DR,60649,1.0,false,SOUTH SHORE,Multifamily Housing,175950,1965,1,,20,4067435,22357541.8,,,,150.2,,,,,,41.76487407,-87.56085486,"(41.76487407, -87.56085486)",2019-159983
2019,159999,Lake Terrace Condominiums,Submitted,7337 S SOUTH SHORE DR,60649,3.0,false,SOUTH SHORE,Multifamily Housing,273143,1958,1,,43,6376461.6,24314761.7,,,,112.4,,,,,,41.76342231,-87.55825319,"(41.76342231, -87.55825319)",2019-159999
2019,160026,East Point Condo Association,Submitted,6101E N Sheridan Rd,60660,3.0,false,EDGEWATER,Multifamily Housing,315190,1968,1,,62,14302991.4,,,,,45.4,,,,,,41.99252588,-87.65505628,"(41.99252588, -87.65505628)",2019-160026
2019,160029,Senior Suites of Chatham,Submitted,8300 S Cottage Grove Ave,60619,1.0,false,CHATHAM,Senior Care Community,76387,2014,1,,8,2645719.1,4619800.2,,,,95.1,,,,,,41.74370995,-87.60547545,"(41.74370995, -87.60547545)",2019-160029
